date,health_reg_name,health_org_name,admissions
2021-02-03,Sør-Øst,Oslo universitetssykehus HF,11
2021-02-04,Sør-Øst,Oslo universitetssykehus HF,12
2021-02-05,Sør-Øst,Oslo universitetssykehus HF,10
2021-02-06,Sør-Øst,Oslo universitetssykehus HF,10
2021-02-07,Sør-Øst,Oslo universitetssykehus HF,11
2021-02-08,Sør-Øst,Oslo universitetssykehus HF,11
2021-02-09,Sør-Øst,Oslo universitetssykehus HF,11
2021-02-10,Sør-Øst,Oslo universitetssykehus HF,11
2021-02-11,Sør-Øst,Oslo universitetssykehus HF,11
2021-02-12,Sør-Øst,Oslo universitetssykehus HF,10
2021-02-13,Sør-Øst,Oslo universitetssykehus HF,7
2021-02-14,Sør-Øst,Oslo universitetssykehus HF,7
2021-02-15,Sør-Øst,Oslo universitetssykehus HF,8
2021-02-16,Sør-Øst,Oslo universitetssykehus HF,8
2021-02-17,Sør-Øst,Oslo universitetssykehus HF,5
2021-02-18,Sør-Øst,Oslo universitetssykehus HF,8
2021-02-19,Sør-Øst,Oslo universitetssykehus HF,10
2021-02-20,Sør-Øst,Oslo universitetssykehus HF,12
2021-02-21,Sør-Øst,Oslo universitetssykehus HF,11
2021-02-22,Sør-Øst,Oslo universitetssykehus HF,12
2021-02-23,Sør-Øst,Oslo universitetssykehus HF,13
2021-02-24,Sør-Øst,Oslo universitetssykehus HF,12
2021-02-25,Sør-Øst,Oslo universitetssykehus HF,12
2021-02-26,Sør-Øst,Oslo universitetssykehus HF,11
2021-02-27,Sør-Øst,Oslo universitetssykehus HF,12
2021-02-28,Sør-Øst,Oslo universitetssykehus HF,10
2021-03-01,Sør-Øst,Oslo universitetssykehus HF,14
2021-03-02,Sør-Øst,Oslo universitetssykehus HF,15
2021-03-03,Sør-Øst,Oslo universitetssykehus HF,15
2021-03-04,Sør-Øst,Oslo universitetssykehus HF,16
2021-03-05,Sør-Øst,Oslo universitetssykehus HF,15
2021-03-06,Sør-Øst,Oslo universitetssykehus HF,21
2021-03-07,Sør-Øst,Oslo universitetssykehus HF,22
2021-03-08,Sør-Øst,Oslo universitetssykehus HF,25
2021-03-09,Sør-Øst,Oslo universitetssykehus HF,30
2021-03-10,Sør-Øst,Oslo universitetssykehus HF,33
2021-03-11,Sør-Øst,Oslo universitetssykehus HF,33
2021-03-12,Sør-Øst,Oslo universitetssykehus HF,38
2021-03-13,Sør-Øst,Oslo universitetssykehus HF,37
2021-03-14,Sør-Øst,Oslo universitetssykehus HF,37
2021-03-15,Sør-Øst,Oslo universitetssykehus HF,41
2021-03-16,Sør-Øst,Oslo universitetssykehus HF,37
2021-03-17,Sør-Øst,Oslo universitetssykehus HF,35
2021-03-18,Sør-Øst,Oslo universitetssykehus HF,39
2021-03-19,Sør-Øst,Oslo universitetssykehus HF,39
2021-03-20,Sør-Øst,Oslo universitetssykehus HF,38
2021-03-21,Sør-Øst,Oslo universitetssykehus HF,41
2021-03-22,Sør-Øst,Oslo universitetssykehus HF,44
2021-03-23,Sør-Øst,Oslo universitetssykehus HF,44
2021-03-24,Sør-Øst,Oslo universitetssykehus HF,45
2021-03-25,Sør-Øst,Oslo universitetssykehus HF,48
2021-03-26,Sør-Øst,Oslo universitetssykehus HF,46
2021-03-27,Sør-Øst,Oslo universitetssykehus HF,47
2021-03-28,Sør-Øst,Oslo universitetssykehus HF,50
2021-03-29,Sør-Øst,Oslo universitetssykehus HF,56
2021-03-30,Sør-Øst,Oslo universitetssykehus HF,60
2021-03-31,Sør-Øst,Oslo universitetssykehus HF,59
2021-04-01,Sør-Øst,Oslo universitetssykehus HF,59
2021-04-02,Sør-Øst,Oslo universitetssykehus HF,58
2021-04-03,Sør-Øst,Oslo universitetssykehus HF,63
2021-04-04,Sør-Øst,Oslo universitetssykehus HF,59
2021-04-05,Sør-Øst,Oslo universitetssykehus HF,60
2021-04-06,Sør-Øst,Oslo universitetssykehus HF,63
2021-04-07,Sør-Øst,Oslo universitetssykehus HF,63
2021-04-08,Sør-Øst,Oslo universitetssykehus HF,56
2021-04-09,Sør-Øst,Oslo universitetssykehus HF,54
2021-04-10,Sør-Øst,Oslo universitetssykehus HF,52
2021-04-11,Sør-Øst,Oslo universitetssykehus HF,54
2021-04-12,Sør-Øst,Oslo universitetssykehus HF,57
2021-04-13,Sør-Øst,Oslo universitetssykehus HF,53
2021-04-14,Sør-Øst,Oslo universitetssykehus HF,52
2021-04-15,Sør-Øst,Oslo universitetssykehus HF,49
2021-04-16,Sør-Øst,Oslo universitetssykehus HF,49
2021-04-17,Sør-Øst,Oslo universitetssykehus HF,51
2021-04-18,Sør-Øst,Oslo universitetssykehus HF,45
2021-04-19,Sør-Øst,Oslo universitetssykehus HF,44
2021-04-20,Sør-Øst,Oslo universitetssykehus HF,41
2021-04-21,Sør-Øst,Oslo universitetssykehus HF,39
2021-04-22,Sør-Øst,Oslo universitetssykehus HF,35
2021-04-23,Sør-Øst,Oslo universitetssykehus HF,38
2021-04-24,Sør-Øst,Oslo universitetssykehus HF,38
2021-04-25,Sør-Øst,Oslo universitetssykehus HF,40
2021-04-26,Sør-Øst,Oslo universitetssykehus HF,40
2021-04-27,Sør-Øst,Oslo universitetssykehus HF,38
2021-04-28,Sør-Øst,Oslo universitetssykehus HF,34
2021-04-29,Sør-Øst,Oslo universitetssykehus HF,30
2021-04-30,Sør-Øst,Oslo universitetssykehus HF,32
2021-05-01,Sør-Øst,Oslo universitetssykehus HF,29
2021-05-02,Sør-Øst,Oslo universitetssykehus HF,29
2021-05-03,Sør-Øst,Oslo universitetssykehus HF,32
2021-05-04,Sør-Øst,Oslo universitetssykehus HF,28
2021-05-05,Sør-Øst,Oslo universitetssykehus HF,24
2021-05-06,Sør-Øst,Oslo universitetssykehus HF,21
2021-05-07,Sør-Øst,Oslo universitetssykehus HF,16
2021-05-08,Sør-Øst,Oslo universitetssykehus HF,18
2021-05-09,Sør-Øst,Oslo universitetssykehus HF,19
2021-05-10,Sør-Øst,Oslo universitetssykehus HF,21
2021-05-11,Sør-Øst,Oslo universitetssykehus HF,18
2021-05-12,Sør-Øst,Oslo universitetssykehus HF,23
2021-05-13,Sør-Øst,Oslo universitetssykehus HF,20
2021-05-14,Sør-Øst,Oslo universitetssykehus HF,22
2021-05-15,Sør-Øst,Oslo universitetssykehus HF,20
2021-05-16,Sør-Øst,Oslo universitetssykehus HF,20
2021-05-17,Sør-Øst,Oslo universitetssykehus HF,18
2021-05-18,Sør-Øst,Oslo universitetssykehus HF,18
2021-05-19,Sør-Øst,Oslo universitetssykehus HF,20
2021-05-20,Sør-Øst,Oslo universitetssykehus HF,18
2021-05-21,Sør-Øst,Oslo universitetssykehus HF,15
2021-05-22,Sør-Øst,Oslo universitetssykehus HF,15
2021-05-23,Sør-Øst,Oslo universitetssykehus HF,17
2021-05-24,Sør-Øst,Oslo universitetssykehus HF,19
2021-05-25,Sør-Øst,Oslo universitetssykehus HF,21
2021-05-26,Sør-Øst,Oslo universitetssykehus HF,17
2021-05-27,Sør-Øst,Oslo universitetssykehus HF,15
2021-05-28,Sør-Øst,Oslo universitetssykehus HF,15
2021-05-29,Sør-Øst,Oslo universitetssykehus HF,12
2021-05-30,Sør-Øst,Oslo universitetssykehus HF,10
2021-05-31,Sør-Øst,Oslo universitetssykehus HF,11
2021-06-01,Sør-Øst,Oslo universitetssykehus HF,10
2021-06-02,Sør-Øst,Oslo universitetssykehus HF,10
2021-06-03,Sør-Øst,Oslo universitetssykehus HF,9
2021-06-04,Sør-Øst,Oslo universitetssykehus HF,9
2021-06-07,Sør-Øst,Oslo universitetssykehus HF,11
2021-06-08,Sør-Øst,Oslo universitetssykehus HF,9
2021-06-09,Sør-Øst,Oslo universitetssykehus HF,9
2021-06-10,Sør-Øst,Oslo universitetssykehus HF,10
2021-06-11,Sør-Øst,Oslo universitetssykehus HF,10
2021-06-14,Sør-Øst,Oslo universitetssykehus HF,8
2021-06-15,Sør-Øst,Oslo universitetssykehus HF,7
2021-06-16,Sør-Øst,Oslo universitetssykehus HF,7
2021-06-17,Sør-Øst,Oslo universitetssykehus HF,8
2021-06-18,Sør-Øst,Oslo universitetssykehus HF,7
2021-06-21,Sør-Øst,Oslo universitetssykehus HF,7
2021-06-22,Sør-Øst,Oslo universitetssykehus HF,6
2021-06-23,Sør-Øst,Oslo universitetssykehus HF,6
2021-06-24,Sør-Øst,Oslo universitetssykehus HF,5
2021-06-25,Sør-Øst,Oslo universitetssykehus HF,3
2021-06-28,Sør-Øst,Oslo universitetssykehus HF,2
2021-06-29,Sør-Øst,Oslo universitetssykehus HF,1
2021-06-30,Sør-Øst,Oslo universitetssykehus HF,1
2021-07-01,Sør-Øst,Oslo universitetssykehus HF,1
2021-07-02,Sør-Øst,Oslo universitetssykehus HF,3
2021-07-05,Sør-Øst,Oslo universitetssykehus HF,3
2021-07-06,Sør-Øst,Oslo universitetssykehus HF,3
2021-07-07,Sør-Øst,Oslo universitetssykehus HF,1
2021-07-08,Sør-Øst,Oslo universitetssykehus HF,0
2021-07-09,Sør-Øst,Oslo universitetssykehus HF,3
2021-07-12,Sør-Øst,Oslo universitetssykehus HF,2
2021-07-13,Sør-Øst,Oslo universitetssykehus HF,1
2021-07-14,Sør-Øst,Oslo universitetssykehus HF,1
2021-07-15,Sør-Øst,Oslo universitetssykehus HF,0
2021-07-16,Sør-Øst,Oslo universitetssykehus HF,1
2021-07-19,Sør-Øst,Oslo universitetssykehus HF,0
2021-07-20,Sør-Øst,Oslo universitetssykehus HF,1
2021-07-21,Sør-Øst,Oslo universitetssykehus HF,1
2021-07-22,Sør-Øst,Oslo universitetssykehus HF,1
2021-07-23,Sør-Øst,Oslo universitetssykehus HF,1
2021-07-26,Sør-Øst,Oslo universitetssykehus HF,0
2021-07-27,Sør-Øst,Oslo universitetssykehus HF,1
2021-07-28,Sør-Øst,Oslo universitetssykehus HF,1
2021-07-29,Sør-Øst,Oslo universitetssykehus HF,1
2021-07-30,Sør-Øst,Oslo universitetssykehus HF,1
2021-08-02,Sør-Øst,Oslo universitetssykehus HF,2
2021-08-03,Sør-Øst,Oslo universitetssykehus HF,1
2021-08-04,Sør-Øst,Oslo universitetssykehus HF,2
2021-08-05,Sør-Øst,Oslo universitetssykehus HF,1
2021-08-06,Sør-Øst,Oslo universitetssykehus HF,1
2021-08-09,Sør-Øst,Oslo universitetssykehus HF,2
2021-08-10,Sør-Øst,Oslo universitetssykehus HF,3
2021-08-11,Sør-Øst,Oslo universitetssykehus HF,1
2021-08-12,Sør-Øst,Oslo universitetssykehus HF,2
2021-08-13,Sør-Øst,Oslo universitetssykehus HF,2
2021-08-16,Sør-Øst,Oslo universitetssykehus HF,2
2021-08-17,Sør-Øst,Oslo universitetssykehus HF,2
2021-08-18,Sør-Øst,Oslo universitetssykehus HF,2
2021-08-19,Sør-Øst,Oslo universitetssykehus HF,2
2021-08-20,Sør-Øst,Oslo universitetssykehus HF,3
2021-08-23,Sør-Øst,Oslo universitetssykehus HF,7
2021-08-24,Sør-Øst,Oslo universitetssykehus HF,6
2021-08-25,Sør-Øst,Oslo universitetssykehus HF,7
2021-08-26,Sør-Øst,Oslo universitetssykehus HF,9
2021-08-27,Sør-Øst,Oslo universitetssykehus HF,8
2021-08-30,Sør-Øst,Oslo universitetssykehus HF,10
2021-08-31,Sør-Øst,Oslo universitetssykehus HF,10
2021-09-01,Sør-Øst,Oslo universitetssykehus HF,10
2021-09-02,Sør-Øst,Oslo universitetssykehus HF,10
2021-09-03,Sør-Øst,Oslo universitetssykehus HF,8
2021-09-06,Sør-Øst,Oslo universitetssykehus HF,10
2021-09-07,Sør-Øst,Oslo universitetssykehus HF,13
2021-09-08,Sør-Øst,Oslo universitetssykehus HF,11
2021-09-09,Sør-Øst,Oslo universitetssykehus HF,10
2021-09-10,Sør-Øst,Oslo universitetssykehus HF,15
2021-09-13,Sør-Øst,Oslo universitetssykehus HF,23
2021-09-14,Sør-Øst,Oslo universitetssykehus HF,21
2021-09-15,Sør-Øst,Oslo universitetssykehus HF,20
2021-09-16,Sør-Øst,Oslo universitetssykehus HF,24
2021-09-17,Sør-Øst,Oslo universitetssykehus HF,23
2021-09-20,Sør-Øst,Oslo universitetssykehus HF,23
2021-09-21,Sør-Øst,Oslo universitetssykehus HF,29
2021-09-22,Sør-Øst,Oslo universitetssykehus HF,29
2021-09-23,Sør-Øst,Oslo universitetssykehus HF,28
2021-09-24,Sør-Øst,Oslo universitetssykehus HF,25
2021-09-27,Sør-Øst,Oslo universitetssykehus HF,24
2021-09-28,Sør-Øst,Oslo universitetssykehus HF,19
2021-09-29,Sør-Øst,Oslo universitetssykehus HF,19
2021-09-30,Sør-Øst,Oslo universitetssykehus HF,19
2021-10-01,Sør-Øst,Oslo universitetssykehus HF,18
2021-10-04,Sør-Øst,Oslo universitetssykehus HF,16
2021-10-05,Sør-Øst,Oslo universitetssykehus HF,15
2021-10-06,Sør-Øst,Oslo universitetssykehus HF,15
2021-10-07,Sør-Øst,Oslo universitetssykehus HF,16
2021-10-08,Sør-Øst,Oslo universitetssykehus HF,18
2021-10-11,Sør-Øst,Oslo universitetssykehus HF,20
2021-10-12,Sør-Øst,Oslo universitetssykehus HF,18
2021-10-13,Sør-Øst,Oslo universitetssykehus HF,19
2021-10-14,Sør-Øst,Oslo universitetssykehus HF,20
2021-10-15,Sør-Øst,Oslo universitetssykehus HF,16
2021-10-18,Sør-Øst,Oslo universitetssykehus HF,14
2021-10-19,Sør-Øst,Oslo universitetssykehus HF,14
2021-10-20,Sør-Øst,Oslo universitetssykehus HF,16
2021-10-21,Sør-Øst,Oslo universitetssykehus HF,18
2021-10-22,Sør-Øst,Oslo universitetssykehus HF,15
2021-10-25,Sør-Øst,Oslo universitetssykehus HF,18
2021-10-26,Sør-Øst,Oslo universitetssykehus HF,16
2021-10-27,Sør-Øst,Oslo universitetssykehus HF,15
2021-10-28,Sør-Øst,Oslo universitetssykehus HF,16
2021-10-29,Sør-Øst,Oslo universitetssykehus HF,17
2021-11-01,Sør-Øst,Oslo universitetssykehus HF,14
2021-11-02,Sør-Øst,Oslo universitetssykehus HF,16
2021-11-03,Sør-Øst,Oslo universitetssykehus HF,17
2021-11-04,Sør-Øst,Oslo universitetssykehus HF,17
2021-11-05,Sør-Øst,Oslo universitetssykehus HF,17
2021-11-08,Sør-Øst,Oslo universitetssykehus HF,13
2021-11-09,Sør-Øst,Oslo universitetssykehus HF,13
2021-11-10,Sør-Øst,Oslo universitetssykehus HF,18
2021-11-11,Sør-Øst,Oslo universitetssykehus HF,19
2021-11-12,Sør-Øst,Oslo universitetssykehus HF,20
2021-11-15,Sør-Øst,Oslo universitetssykehus HF,21
2021-11-16,Sør-Øst,Oslo universitetssykehus HF,23
2021-11-17,Sør-Øst,Oslo universitetssykehus HF,23
2021-11-18,Sør-Øst,Oslo universitetssykehus HF,22
2021-11-19,Sør-Øst,Oslo universitetssykehus HF,24
2021-11-22,Sør-Øst,Oslo universitetssykehus HF,27
2021-11-23,Sør-Øst,Oslo universitetssykehus HF,31
2021-11-24,Sør-Øst,Oslo universitetssykehus HF,29
2021-11-25,Sør-Øst,Oslo universitetssykehus HF,29
2021-11-26,Sør-Øst,Oslo universitetssykehus HF,32
2021-11-29,Sør-Øst,Oslo universitetssykehus HF,32
2021-11-30,Sør-Øst,Oslo universitetssykehus HF,26
2021-12-01,Sør-Øst,Oslo universitetssykehus HF,28
2021-12-02,Sør-Øst,Oslo universitetssykehus HF,27
2021-12-03,Sør-Øst,Oslo universitetssykehus HF,29
2021-12-06,Sør-Øst,Oslo universitetssykehus HF,31
2021-12-07,Sør-Øst,Oslo universitetssykehus HF,39
2021-12-08,Sør-Øst,Oslo universitetssykehus HF,37
2021-12-09,Sør-Øst,Oslo universitetssykehus HF,45
2021-12-10,Sør-Øst,Oslo universitetssykehus HF,44
2021-12-11,Sør-Øst,Oslo universitetssykehus HF,44
2021-12-12,Sør-Øst,Oslo universitetssykehus HF,46
2021-12-13,Sør-Øst,Oslo universitetssykehus HF,47
2021-12-14,Sør-Øst,Oslo universitetssykehus HF,46
2021-12-15,Sør-Øst,Oslo universitetssykehus HF,50
2021-12-16,Sør-Øst,Oslo universitetssykehus HF,44
2021-12-17,Sør-Øst,Oslo universitetssykehus HF,49
2021-12-18,Sør-Øst,Oslo universitetssykehus HF,46
2021-12-19,Sør-Øst,Oslo universitetssykehus HF,48
2020-03-08,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,0
2020-03-09,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,0
2020-03-10,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,0
2020-03-11,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,0
2020-03-12,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,2
2020-03-13,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,2
2020-03-14,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,2
2020-03-15,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,1
2020-03-16,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,2
2020-03-17,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,4
2020-03-18,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,4
2020-03-19,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,3
2020-03-20,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,8
2020-03-21,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,8
2020-03-22,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,9
2020-03-23,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,18
2020-03-24,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,18
2020-03-25,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,17
2020-03-26,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,21
2020-03-27,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,31
2020-03-28,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,33
2020-03-29,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,31
2020-03-30,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,33
2020-03-31,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,25
2020-04-01,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,22
2020-04-02,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,20
2020-04-03,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,22
2020-04-04,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,24
2020-04-05,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,24
2020-04-06,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,25
2020-04-07,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,22
2020-04-08,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,23
2020-04-09,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,29
2020-04-10,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,30
2020-04-11,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,22
2020-04-12,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,24
2020-04-13,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,21
2020-04-14,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,22
2020-04-15,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,26
2020-04-16,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,22
2020-04-17,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,21
2020-04-18,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,23
2020-04-19,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,21
2020-04-20,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,20
2020-04-21,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,18
2020-04-22,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,16
2020-04-23,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,18
2020-04-24,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,12
2020-04-25,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,12
2020-04-26,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,13
2020-04-27,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,12
2020-04-28,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,12
2020-04-29,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,15
2020-04-30,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,10
2020-05-01,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,10
2020-05-02,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,8
2020-05-03,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,9
2020-05-04,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,10
2020-05-05,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,6
2020-05-06,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,4
2020-05-07,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,5
2020-05-08,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,5
2020-05-09,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,4
2020-05-10,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,3
2020-05-11,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,4
2020-05-12,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,4
2020-05-13,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,4
2020-05-14,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,3
2020-05-15,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,4
2020-05-16,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,2
2020-05-17,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,2
2020-05-18,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,3
2020-05-19,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,4
2020-05-20,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,5
2020-05-21,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,4
2020-05-22,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,4
2020-05-23,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,3
2020-05-24,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,3
2020-05-25,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,3
2020-05-26,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,3
2020-05-27,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,3
2020-05-28,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,3
2020-05-29,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,3
2020-05-30,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,3
2020-05-31,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,3
2020-06-01,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,3
2020-06-02,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,3
2020-06-03,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,3
2020-06-04,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,3
2020-06-05,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,3
2020-06-08,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,3
2020-06-09,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,2
2020-06-10,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,2
2020-06-11,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,1
2020-06-12,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,1
2020-06-15,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,3
2020-06-16,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,3
2020-06-17,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,3
2020-06-18,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,3
2020-06-19,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,4
2020-06-22,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,2
2020-06-23,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,2
2020-06-24,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,2
2020-06-25,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,3
2020-06-26,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,3
2020-06-29,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,3
2020-06-30,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,2
2020-07-01,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,2
2020-07-02,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,2
2020-07-03,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,2
2020-07-06,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,1
2020-07-07,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,1
2020-07-08,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,1
2020-07-09,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,1
2020-07-10,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,1
2020-07-13,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,1
2020-07-14,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,1
2020-07-15,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,1
2020-07-16,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,1
2020-07-17,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,2
2020-07-20,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,2
2020-07-21,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,1
2020-07-22,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,0
2020-07-23,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,0
2020-07-24,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,0
2020-07-27,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,2
2020-07-28,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,2
2020-07-29,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,1
2020-07-30,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,1
2020-07-31,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,1
2020-08-03,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,1
2020-08-04,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,1
2020-08-05,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,0
2020-08-06,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,1
2020-08-07,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,1
2020-08-10,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,1
2020-08-11,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,1
2020-08-12,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,1
2020-08-13,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,1
2020-08-14,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,0
2020-08-17,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,1
2020-08-18,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,0
2020-08-19,Sør-Øst,Private med avtale med Helse Sør-Øst i Oslo,0
